Requested report - WIN WAVES
ORGANIZATION ID = 21FLPDEMMONITORING LOCATION ID - LOCATION NAME = 06-06 - Lake Tarpon Canal, Structure 
Report Run on SEPTEMBER 23, 2024The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4554138"|"Chlorophyll c"|"1.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4552191"|"Chlorophyll a- uncorrected"|"16"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4550752"|"Phosphorus- Total"|"0.04"|""|"mg/L"|"0.01"|"0.04"|"I"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553044"|"BOD"|"1.4"|""|"mg/L"|"0.5"|"2"|"I"|"Total"|"E54357"|"analytical batch ID used for method batch ID"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224S"|"Sample"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4571833"|"Nitrogen- Total Kjeldahl"|"0.79"|""|"mg/L"|"0.1"|"0.4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224S"|"Sample"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4568623"|"Nitrate-Nitrite (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|"analytical batch ID used for method batch ID"|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553782"|"Ammonia (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|"analytical batch ID used for method batch ID"|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4550587"|"Nitrogen- Total Kjeldahl"|"0.72"|""|"mg/L"|"0.1"|"0.4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061921322S"|"Sample"|"03/19/2019 13:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4553882"|"Chlorophyll b"|"0.5"|""|"ug/L"|"0.5"|"0.5"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224S"|"Sample"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4571697"|"Residues- Nonfilterable (TSS)"|"3"|""|"mg/L"|"1"|"1"|""|"Total"|"E54357"|"I - Final dried residue < 2.5 mg as req'd by method"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4439608"|"Temperature, Water"|"28.08"|""|"deg C"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224S"|"Sample"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4569486"|"Phosphorus- Total"|"0.04"|""|"mg/L"|"0.01"|"0.04"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224S"|"Sample"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4571183"|"Ammonia (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|"analytical batch ID used for method batch ID"|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4290682"|"BOD"|"2.5"|""|"mg/L"|"0.5"|"2"|""|"Total"|"E54357"|"J - Standard exceeded accuracy limits"|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291256"|"Chlorophyll a- corrected"|"15.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291284"|"Residues- Nonfilterable (TSS)"|"3"|""|"mg/L"|"1"|"1"|""|"Total"|"E54357"|"I - Final, dried residue < 2.5 mg as req'd by method"|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291287"|"Phosphorus- Total"|"0.03"|""|"mg/L"|"0.02"|"0.04"|"I"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291927"|"Pheophytin a"|"1.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4292051"|"Ammonia (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4438765"|"Dissolved Oxygen"|"8.89"|""|"mg/L"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4292181"|"Escherichia coli (MPN)"|"44"|""|"MPN/100 mL"|"4"|"4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4294185"|"Orthophosphate (P)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Dissolved"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4293267"|"Nitrate-Nitrite (N)"|"0.02"|""|"mg/L"|"0.02"|"0.04"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4436699"|"pH"|"8.24"|""|"SU"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4436701"|"Specific Conductance"|"780"|""|"umho/cm"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4437963"|"Dissolved Oxygen Saturation"|"113.9"|""|"%"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061931224F"|"Field"|"05/06/2019 12:24:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.208"|"m"|""|""|""|"4441249"|"Salinity"|"0.38"|""|"PSU"|""|""|""|""|""|"deep, tannic, high level, typha sp, thick brown particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4294046"|"Chlorophyll c"|"1.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4293055"|"Chlorophyll b"|"0.5"|""|"ug/L"|"0.5"|"0.5"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291025"|"Turbidity"|"2"|""|"NTU"|"0.1"|"0.1"|""|""|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4275406"|"BOD"|"2.5"|""|"mg/L"|"0.5"|"2"|""|"Total"|"E54357"|"V - Dilution water check depleted more than 0.2 mg/L D.O."|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4292289"|"Nitrogen- Total Kjeldahl"|"0.83"|""|"mg/L"|"0.1"|"0.4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061840932S"|"Sample"|"06/06/2018 09:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4291200"|"Chlorophyll a- uncorrected"|"17"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4440238"|"Specific Conductance"|"766"|""|"umho/cm"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4440773"|"pH"|"7.07"|""|"SU"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4440920"|"Temperature, Water"|"18.84"|""|"deg C"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4441230"|"Salinity"|"0.38"|""|"PSU"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4273236"|"Ammonia (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4276953"|"Escherichia coli (MPN)"|"21"|""|"MPN/100 mL"|"4"|"4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4276398"|"Chlorophyll a- corrected"|"24.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4275422"|"Pheophytin a"|"2.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4275481"|"Nitrate-Nitrite (N)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4274061"|"Chlorophyll b"|"0.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4276700"|"Turbidity"|"2.8"|""|"NTU"|"0.1"|"0.1"|""|""|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4277909"|"Chlorophyll c"|"1.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4436197"|"Dissolved Oxygen Saturation"|"25.2"|""|"%"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061911304F"|"Field"|"02/19/2019 13:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"4.26"|"m"|""|""|""|"4437954"|"Dissolved Oxygen"|"2.35"|""|"mg/L"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4273288"|"Nitrogen- Total Kjeldahl"|"1"|""|"mg/L"|"0.1"|"0.4"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4273551"|"Orthophosphate (P)"|"0.01"|""|"mg/L"|"0.01"|"0.04"|"U"|"Dissolved"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4274039"|"Phosphorus- Total"|"0.05"|""|"mg/L"|"0.01"|"0.04"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"06-06"|"1541B"|"06061861321S"|"Sample"|"09/24/2018 13:21:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"4274440"|"Residues- Nonfilterable (TSS)"|"4"|""|"mg/L"|"1"|"1"|""|"Total"|"E54357"|"I - Final dried residue < 2.5 mg as req'd by method"|""
"21FLPDEM"|"06-06"|"1541B"|"06061911301F"|"Field"|"02/19/2019 13:01:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.19"|"m"|""|""|""|"4440883"|"Salinity"|"0.24"|""|"PSU"|""|""|""|""|""|"red brown color, low turbidity, typha sp, no visible particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061940933F"|"Field"|"06/26/2019 09:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"2.099"|"m"|""|""|""|"4438816"|"Dissolved Oxygen"|"6.22"|""|"mg/L"|""|""|""|""|""|"tannic, thick particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061940933F"|"Field"|"06/26/2019 09:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"2.099"|"m"|""|""|""|"4438402"|"Dissolved Oxygen Saturation"|"86.4"|""|"%"|""|""|""|""|""|"tannic, thick particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061940933F"|"Field"|"06/26/2019 09:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"2.099"|"m"|""|""|""|"4436271"|"pH"|"7.73"|""|"SU"|""|""|""|""|""|"tannic, thick particle film"|""
"21FLPDEM"|"06-06"|"1541B"|"06061940933F"|"Field"|"06/26/2019 09:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"2.099"|"m"|""|""|""|"4437587"|"Temperature, Water"|"32.92"|""|"deg C"|""|""|""|""|""|"tannic, thick particle film"|""
