Requested report - WIN WAVES
MONITORING LOCATION ID - LOCATION NAME = UM2 - UM-2, ER2 - ER-2ACTIVITY START DATE TIME =  FROM:  01/01/2021 TO:  12/31/2023
Report Run on MARCH 20, 2024The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLMANA"|"UM2"|"1807E"|"S21030901-01"|"Sample"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081255"|"Ammonia (N)"|"0.025"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078335"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.009"|"0.04"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077876"|"Chlorophyll a, free of pheophytin"|"10.6"|""|"ug/L"|"1"|"1"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076236"|"Escherichia coli (MPN)"|"1"|""|"MPN/100 mL"|"1"|"1"|"U"|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076876"|"Residues- Nonfilterable (TSS)"|"2.7"|""|"mg/L"|"0.625"|"0.625"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077481"|"Nitrogen- Total Kjeldahl"|"0.633"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079066"|"Phosphorus- Total"|"0.271"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079072"|"Coliform Fecal (MPN)"|"1"|""|"MPN/100 mL"|"1"|"1"|"U"|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079663"|"Turbidity"|"2.4"|""|"NTU"|"0.1"|"0.1"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079912"|"Color- True"|"68"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21052601-01"|"Sample"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081135"|"Ammonia (N)"|"0.011"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079150"|"Depth, Secchi Disk Depth"|"1"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080988"|"Specific Conductance"|"270"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080597"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076383"|"Salinity"|"0.2"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076971"|"Specific Conductance"|"336"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078876"|"Depth, Secchi Disk Depth"|"1"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078803"|"Dissolved Oxygen Saturation"|"108"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079750"|"Temperature, Water"|"27.3"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080305"|"pH"|"6.2"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080849"|"Dissolved Oxygen"|"8.6"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21052601-01"|"Field"|"05/26/2021 09:47:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079482"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077157"|"Salinity"|"0.1"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078312"|"pH"|"6.1"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077258"|"Dissolved Oxygen"|"8.6"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076821"|"Temperature, Water"|"20.4"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21030901-01"|"Field"|"03/10/2021 09:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077405"|"Dissolved Oxygen Saturation"|"95"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077622"|"Temperature, Water"|"21.4"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078401"|"pH"|"6.1"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078900"|"Dissolved Oxygen"|"8.5"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078807"|"Dissolved Oxygen Saturation"|"96.5"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079529"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081265"|"Specific Conductance"|"242"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077215"|"Depth, Secchi Disk Depth"|"1"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21021601-01"|"Field"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9076309"|"Salinity"|"0.1"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080124"|"Residues- Nonfilterable (TSS)"|"1"|""|"mg/L"|"0.6"|"2.5"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078215"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078376"|"Depth, Secchi Disk Depth"|"1"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078380"|"pH"|"6.3"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081760"|"Temperature, Water"|"20.5"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081310"|"Dissolved Oxygen Saturation"|"103"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081552"|"Salinity"|"0.1"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077180"|"Nitrate-Nitrite (N)"|"0.259"|""|"mg/L"|"0.009"|"0.04"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079116"|"Dissolved Oxygen"|"9.2"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9078318"|"Ammonia (N)"|"0.026"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077859"|"Color- True"|"108"|""|"PCU"|"10"|"10"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F21012601-01"|"Field"|"01/27/2021 09:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080539"|"Specific Conductance"|"228"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077088"|"Phosphorus- Total"|"0.301"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9077631"|"Coliform Fecal (MPN)"|"2"|""|"MPN/100 mL"|"1"|"1"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9081485"|"Chlorophyll a, free of pheophytin"|"1"|""|"ug/L"|"1"|"1"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9079636"|"Nitrogen- Total Kjeldahl"|"0.679"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S21021601-01"|"Sample"|"02/17/2021 09:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"9080392"|"Escherichia coli (MPN)"|"1"|""|"MPN/100 mL"|"1"|"1"|"U"|""|"E44247"|""|""
