Permit.Number	Facility.Name	Outfall.ID	Year	Month	Average.Daily.Flow..ADF...mgd.	BOD	BOD..Unit	QBOD	TSS	TSS.Unit	QTSS	Total.N	Total.N.Unit	Q.Total.N	NO2.NO3	NO2.NO3.Unit	Q.NO2.NO3	NH4	NH4.Unit	Q.NH4	TKN	TKN.Unit	Q.TKN	Organic.N	Organic.N.Unit	Q.Organic.N	Total.P	Total.P.Unit	Q.Total.P	PO4	PO4.Unit	Q.PO4	Other.N..species.	Other.N.Unit	Q.Other.N	Other.P..species.	Other.P.Unit	Q.Other.P
FL00407	Falkenburg Road AWWTF	D-001	2019	11	4.24012612250693	1.08482313177676	mg/l	NA	0.376856106382809	mg/l	NA	1.69204105311196	mg/l	NA	1.33637938279376	mg/l	NA	0.0855291291464328	mg/l	NA	0.86603815151576	mg/l	NA	0.869035278368874	MG/L	NA	0.204527339227546	mg/l	NA	0.165352560369419	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	D-001	2019	12	4.01008995256747	1.63611681565371	mg/l	NA	0.470817490963307	mg/l	NA	2.20454776348645	mg/l	NA	1.18922350165014	mg/l	NA	0.320525945725506	mg/l	NA	0.845629328230166	mg/l	NA	0.68018201091457	MG/L	NA	0.183917756452817	mg/l	NA	0.264161581849116	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	1	3.69801176433334	1.61880112777681	mg/l	NA	0.370415282233135	mg/l	NA	2.31080117676314	mg/l	NA	0.830915107307395	mg/l	NA	0.153722812876014	mg/l	NA	0.740831873150144	mg/l	NA	0.740061418829069	MG/L	NA	0.233773410048717	mg/l	NA	0.317076045097656	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	2	3.18048363315284	1.83741905109631	mg/l	NA	0.177557943501978	mg/l	NA	1.84092291870857	mg/l	NA	1.40425766698261	mg/l	NA	0.0704513234154872	mg/l	NA	0.828859243468716	mg/l	NA	0.764048095987543	MG/L	NA	0.252031378456953	mg/l	NA	0.297100921413627	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	3	2.76114177486781	1.69049808758818	mg/l	NA	0.319586996473586	mg/l	NA	2.14344382810631	mg/l	NA	1.0829171163783	mg/l	NA	0.229967443540773	mg/l	NA	0.704628738024306	mg/l	NA	0.721185627539817	MG/L	NA	0.186834874526238	mg/l	NA	0.280118047030604	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	4	5.18912615074462	1.45361598041991	mg/l	NA	0.549171750346729	mg/l	NA	2.11824008328841	mg/l	NA	0.937134967089697	mg/l	NA	0.300685091567065	mg/l	NA	0.869941789458594	mg/l	NA	0.676958718391682	MG/L	NA	0.252861969401011	mg/l	NA	0.418229196834474	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	5	4.45483524795914	1.71077903352126	mg/l	NA	0.332102732379715	mg/l	NA	1.45541120935375	mg/l	NA	0.933288205350885	mg/l	NA	0.309327670599009	mg/l	NA	0.882917401076643	mg/l	NA	0.706185945774672	MG/L	NA	0.266615442715702	mg/l	NA	0.32896324321159	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	6	6.89216852910818	1.24702483942581	mg/l	NA	0.373516781955773	mg/l	NA	2.03826274420764	mg/l	NA	1.29490674360759	mg/l	NA	0.159772191005067	mg/l	NA	0.952108696375544	mg/l	NA	0.917286935857801	MG/L	NA	0.32301972595644	mg/l	NA	0.357110545458998	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	7	4.23936163084054	1.06990913373889	mg/l	NA	0.367982125399408	mg/l	NA	1.64582509790477	mg/l	NA	1.04763274654099	mg/l	NA	0.0256529577405746	mg/l	NA	0.766336384841808	mg/l	NA	0.683988402127063	MG/L	NA	0.240498310134314	mg/l	NA	0.224488872516613	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	8	6.47353587103155	1.20015345431468	mg/l	NA	0.319181529781461	mg/l	NA	2.18100998765302	mg/l	NA	0.99101526261657	mg/l	NA	0.0357305590810979	mg/l	NA	0.844295111095301	mg/l	NA	0.779151703226353	MG/L	NA	0.248383013485664	mg/l	NA	0.472791665860411	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	9	4.16793313708904	1.78828550981217	mg/l	NA	0.38231413997152	mg/l	NA	2.06332255557186	mg/l	NA	1.03070794461954	mg/l	NA	0.110937657308105	mg/l	NA	1.10561684625815	mg/l	NA	0.730526318320179	MG/L	NA	0.199819233999969	mg/l	NA	0.247543621961468	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	10	3.5162004650438	1.2712782320231	mg/l	NA	0.41366954844154	mg/l	NA	1.99278508139839	mg/l	NA	1.0946684921481	mg/l	NA	0.162291664021246	mg/l	NA	0.828235813486089	mg/l	NA	0.792474407919795	MG/L	NA	0.216366699257208	mg/l	NA	0.24516127378949	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	11	5.40700062483167	1.44979575473684	mg/l	NA	0.361093377142017	mg/l	NA	2.21032654906507	mg/l	NA	1.13640825958675	mg/l	NA	0.0883275772642698	mg/l	NA	0.948400238600364	mg/l	NA	0.751125495782443	MG/L	NA	0.249146173088339	mg/l	NA	0.208588726258157	mg/l	NA	NA	NA	NA	NA	NA	NA
FL00407	Falkenburg Road AWWTF	R-001	2019	12	5.23684630364582	1.85717173612817	mg/l	NA	0.474782441822341	mg/l	NA	1.89570297744985	mg/l	NA	1.01282040113815	mg/l	NA	0.0246512264388414	mg/l	NA	0.685664743419315	mg/l	NA	0.685599431814594	MG/L	NA	0.169706534573781	mg/l	NA	0.286826863406698	mg/l	NA	NA	NA	NA	NA	NA	NA
