Permit Number	Facility Name	Outfall ID	Year	Month	Average Daily Flow (ADF) (mgd)	BOD 	BOD  Unit	QBOD	TSS	TSS Unit	QTSS	Total N	Total N Unit	Q Total N	NO2+NO3	NO2+NO3 Unit	Q NO2+NO3	NH4	NH4 Unit	Q NH4	TKN	TKN Unit	Q TKN	Organic N	Organic N Unit	Q Organic N	Total P	Total P Unit	Q Total P	PO4	PO4 Unit	Q PO4	Other N (species)	Other N Unit	Q Other N	Other P (species)	Other P Unit	Q Other P
FL0040983	Valrico AWWTF	R-001	2019	3	4.477	0.76	mg/l		0.5	mg/l	<	2.30	mg/l		1.44	mg/l		0.03	mg/l		0.87	mg/l		0.83	mg/l		0.20	mg/l		0.22	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	4	5.008	0.37	mg/l		0.5	mg/l	<	2.19	mg/l		1.47	mg/l		0.04	mg/l		0.75	mg/l		0.71	mg/l		0.23	mg/l		0.23	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	5	5.505	1.64	mg/l		0.34	mg/l		1.74	mg/l		1.01	mg/l		0.02	mg/l		0.74	mg/l		0.72	mg/l		0.31	mg/l		0.33	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	6	5.161	0.23	mg/l		0.5	mg/l	<	2.69	mg/l		1.86	mg/l		0.09	mg/l		0.69	mg/l		0.60	mg/l		0.39	mg/l		0.37	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	7	5.618	0.34	mg/l		0.5	mg/l	<	3.72	mg/l		2.83	mg/l		0.15	mg/l		0.81	mg/l		0.66	mg/l		0.35	mg/l			mg/l							
FL0040983	Valrico AWWTF	R-001	2019	8	3.985	0.43	mg/l		0.5	mg/l	<	2.93	mg/l		2.09	mg/l		0.07	mg/l		1.04	mg/l		0.97	mg/l		0.52	mg/l			mg/l							
FL0040983	Valrico AWWTF	R-001	2019	9	6.369	1.20	mg/l		0.36	mg/l		4.75	mg/l		3.70	mg/l		0.17	mg/l		1.71	mg/l		1.54	mg/l		0.53	mg/l			mg/l							
FL0040983	Valrico AWWTF	R-001	2019	10	6.962	0.25	mg/l		0.5	mg/l	<	3.98	mg/l		3.06	mg/l		0.09	mg/l		1.23	mg/l		1.14	mg/l		0.54	mg/l		0.55	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	11	7.282	0.52	mg/l		0.5	mg/l	<	4.20	mg/l		3.13	mg/l		0.14	mg/l		1.10	mg/l		0.96	mg/l		0.34	mg/l		0.37	mg/l							
FL0040983	Valrico AWWTF	R-001	2019	12	6.431	0.74	mg/l		0.39	mg/l		2.23	mg/l		1.39	mg/l		0.07	mg/l		0.89	mg/l		0.82	mg/l		0.26	mg/l		0.27	mg/l							
