Permit.Number	Facility.Name	Outfall.ID	Year	Month	Average.Daily.Flow..ADF...mgd.	BOD	BOD..Unit	QBOD	TSS	TSS.Unit	QTSS	Total.N	Total.N.Unit	Q.Total.N	NO2.NO3	NO2.NO3.Unit	Q.NO2.NO3	NH4	NH4.Unit	Q.NH4	TKN	TKN.Unit	Q.TKN	Organic.N	Organic.N.Unit	Q.Organic.N	Total.P	Total.P.Unit	Q.Total.P	PO4	PO4.Unit	Q.PO4	Other.N..species.	Other.N.Unit	Q.Other.N	Other.P..species.	Other.P.Unit	Q.Other.P
FL0036820	Dale Mabry AWWTF	D-001	2017	11	0.00106467409947058	1.40315285362861	mg/l	NA	0.500715210666626	mg/l	<	1.54122505713487	mg/l	NA	0.263364057065247	mg/l	NA	0.0388228814170441	mg/l	<	0.660165085134542	mg/l	NA	0.487043538166034	mg/l	NA	0.256915925302366	mg/l	NA	0.305357238065413	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2017	12	0.0155418092091956	1.05881786336152	mg/l	NA	0.496593384103274	mg/l	<	2.05076937614197	mg/l	NA	0.260134121989138	mg/l	NA	0.0581693960949891	mg/l	<	0.526462127379227	mg/l	NA	0.611686002475794	mg/l	NA	0.173979608442881	mg/l	NA	0.281955549566769	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	1	7.62473278709774	0.978845670725641		NA	0.487361570102359			0.839260420659618		NA	0.434232266953234		NA	0.0594918555557317			0.587224675549993		NA	0.636343511359053		NA	0.191348897840642		NA	0.229925246495003		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	2	7.73889128829507e-11	1.15180685331724		NA	0.50202409452427			1.62354701997661		NA	0.691510453040718		NA	0.0598551300211478			0.644458729924137		NA	0.603285386306269		NA	0.253826855678129		NA	0.134010142421079		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	3	0.000557573344878997	1.10294882191214		NA	0.496666462559951			1.74462310033833		NA	0.401580897127124		NA	0.0342060755646222			0.569284751152181		NA	0.528703820893991		NA	0.304316399491296		NA	0.151697286430899		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	4	1.11801711192754e-09	1.79446678348018		NA	0.510082251248325			1.56276083016284		NA	0.685882224436646		NA	0.0447640380508608			0.6150149748747		NA	0.592357953272709		NA	0.158837725142268		NA	0.294982999356361		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	5	2.28569365159743e-07	1.36034800507611		NA	0.508775946001524			1.14050774194741		NA	0.515390493383325		NA	0.0511511179445096			0.67550956391891		NA	0.539711045720007		NA	0.203238297233425		NA	0.177727552526846		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	6	9.84448426141015e-06	1.1934202216115		NA	0.502781438707121			2.0203938808726		NA	0.58423493909571		NA	0.0313094450990681			0.618815106550426		NA	0.565575884028945		NA	0.277404510549247		NA	0.271727681540629		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	7	0.000163648884753899	1.83380175820535		NA	0.497467311762276			2.18325417912854		NA	1.05890763823374		NA	0.0368410363682454			0.555206297940393		NA	0.596202451575182		NA	0.22371040617241		NA	0.288668589208746		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	8	0.0103108313450978	1.46178699059828		NA	0.504075304472392			1.32441242516804		NA	1.00883158237517		NA	0.0313273452517294			0.66342163802529		NA	0.702477907041853		NA	0.268519294607659		NA	0.197124577271887		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	9	1.77864720139e-05	1.11601707308204		NA	0.498728488327195			1.06301224959371		NA	0.695775607259555		NA	0.0590363821511268			0.553371497112259		NA	0.493543943702268		NA	0.326918683929278		NA	0.29978032168949		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	10	540.467636091365	1.1641083826124		NA	0.504603146374468			1.45091671969077		NA	1.07036816523534		NA	0.0428366082247595			0.627278361485561		NA	0.513273222455132		NA	0.21004121541713		NA	0.206647235868578		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	11	0.000129135433622131	1.3182793234014		NA	0.502785875050957			0.85049753065311		NA	0.465294610306323		NA	0.0800426235166855			0.557414429701611		NA	0.671072579292791		NA	0.213369288524146		NA	0.243853285108761		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	D-001	2018	12	3.25920853139902e-06	0.914165964522984		NA	0.500620698966953			1.7079606656461		NA	0.890469979699469		NA	0.0339015193273235			0.616697683503886		NA	0.621250544544499		NA	0.268409399726259		NA	0.257219101953465		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	1	4.17290823307919e-07	1.42102820865416	mg/l	NA	0.508006288319539	mg/l	<	1.51726159226872	mg/l	NA	1.3802833778159	mg/l	NA	0.0408684310123268	mg/l	<	0.476337110406597	mg/l	NA	0.595357616824471	mg/l	NA	0.296451566532407	mg/l	NA	0.264045512123032	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	2	4.52748629042296e-06	1.40322602277757	mg/l	NA	0.499985038315512	mg/l		1.63575149275728	mg/l	NA	0.914297717426305	mg/l	NA	0.0425640117305373	mg/l	<	0.665463386288342	mg/l	NA	0.545022691779213	mg/l	NA	0.239509960007821	mg/l	NA	0.247847512107714	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	3	9.0005315201896e-08	1.36724142245873	mg/l	NA	0.504001373120643	mg/l		2.26855828739092	mg/l	NA	0.803474267698949	mg/l	NA	0.0332340428114779	mg/l		0.519877711083112	mg/l	NA	0.49286577670457	mg/l	NA	0.211887194970934	mg/l	NA	0.181938833154975	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	4	6.90114302665919e-05	1.06101289081213	mg/l	NA	0.501479852007337	mg/l	<	1.65805934101585	mg/l	NA	0.841842198967022	mg/l	NA	0.0484045175839036	mg/l	<	0.607385752737468	mg/l	NA	0.688575660246295	mg/l	NA	0.194911856922229	mg/l	NA	0.200385468921501	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	5	0.00145828138338524	1.17087197627555	mg/l	NA	0.494662747629267	mg/l		0.896359067723365	mg/l	NA	0.742780211191321	mg/l	NA	0.0474784209950505	mg/l	<	0.685965215174125	mg/l	NA	0.6067649887305	mg/l	NA	0.203872717466089	mg/l	NA	0.217457101944091	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	6	0.0246603753524964	0.944752713539447	mg/l	NA	0.506194466053621	mg/l		1.00924505773664	mg/l	NA	0.826917728142326	mg/l	NA	0.0297564873008419	mg/l	<	0.555142354046579	mg/l	NA	0.543351862921699	mg/l	NA	0.300147731807706	mg/l	NA	0.279683968533708	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	7	0.155706695052478	2.22474972603475	mg/l	NA	0.502587327970694	mg/l	<	0.928814488912832	mg/l	NA	0.581691744206459	mg/l	NA	0.0503385354773113	mg/l	<	0.551147523800812	mg/l	NA	0.505134927944531	mg/l	NA	0.127753002057235	mg/l	NA	0.179663081191853	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	8	0.158595980692727	2.0774481225195	mg/l	NA	0.504615000129932	mg/l	<	1.55133560457466	mg/l	NA	1.15810547834006	mg/l	NA	0.110910593095588	mg/l	<	0.642858173355131	mg/l	NA	0.492015578716498	mg/l	NA	0.200459082023778	mg/l	NA	0.364242602817265	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	9	0.276258885738639	1.59863064732197	mg/l	NA	0.494562558284952	mg/l		1.38619346631748	mg/l	NA	0.654321338387216	mg/l	NA	0.0495396962324595	mg/l	<	0.590331750333248	mg/l	NA	0.62809113019046	mg/l	NA	0.201604036631405	mg/l	NA	0.217974311220195	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	10	3.86400383386301e-06	0.798503151415097	mg/l	NA	0.501657203317152	mg/l		0.829857914483562	mg/l	NA	0.586681177742163	mg/l	NA	0.0545540903028573	mg/l	<	0.528283834766959	mg/l	NA	0.582165819716734	mg/l	NA	0.219614071096348	mg/l	NA	0.456935999050551	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	11	4.34017096611361e-08	1.24570233761747	mg/l	NA	0.498663020820512	mg/l	<	1.8275383805426	mg/l	NA	0.645702166041327	mg/l	NA	0.0651010270353106	mg/l		0.54567703600921	mg/l	NA	0.636033078117053	mg/l	NA	0.107098988572106	mg/l	NA	0.326933389885667	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2017	12	0.061777336540965	1.13325511751072	mg/l	NA	0.505676348090322	mg/l	<	2.03016069485993	mg/l	NA	0.732759496016626	mg/l	NA	0.0226099513640116	mg/l	<	0.549596452803398	mg/l	NA	0.609588617469766	mg/l	NA	0.208036318946247	mg/l	NA	0.125867075989423	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	1	3.36368582033155e-05	0.971877263600436	mg/l	NA	0.492341394954211	mg/l	<	1.30815343609483	mg/l	NA	1.3278340468426	mg/l	NA	0.0332853580390207	mg/l	<	0.581040323959736	mg/l	NA	0.764535763401196	mg/l	NA	0.192966039046435	mg/l	NA	0.264682710649916	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	2	0.000567693463386835	1.20612411922727		NA	0.502429616469435			1.74745140557216		NA	0.955852566534078		NA	0.0587688449950732			0.543701019124124		NA	0.663737842421069		NA	0.149680931990106		NA	0.368363817309645		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	3	23.3070275683842	1.44153670016757		NA	0.503269604068422			1.04110022438491		NA	0.976591297386708		NA	0.0426629143936202			0.59890721300616		NA	0.509943509954625		NA	0.205108192283692		NA	0.538242026041596		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	4	1.33176439122299	1.07949043817868		NA	0.494974601185098			1.90754042036955		NA	0.287180912524707		NA	0.0522756560445311			0.607613934178698		NA	0.503948852034761		NA	0.317081307820921		NA	0.247971086906174		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	5	0.0109745887909049	2.04565134714828		NA	0.511870346783109			1.53957027160364		NA	0.816178591784403		NA	0.0581980021407998			0.757468244991397		NA	0.523062576973765		NA	0.170958738596821		NA	0.230939627872041		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	6	0.000625835861992093	1.16009435957916		NA	0.497627187613694			1.68844813066151		NA	0.296294371601693		NA	0.0501694959244234			0.598034790949675		NA	0.580164336920221		NA	0.376854146398818		NA	0.164656788974723		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	7	137.210772714619	1.15613673167725		NA	0.496979741090502			1.18363134888402		NA	0.691688869609093		NA	0.0534667746616986			0.636340336641254		NA	0.644132589179171		NA	0.207840486416332		NA	0.22741248601901		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	8	7.64385778015522e-06	1.27493261557369		NA	0.513374899818536			1.67368929497911		NA	1.18604407437162		NA	0.0670367991952792			0.688199041978012		NA	0.621742714246204		NA	0.305214370639485		NA	0.195108457721852		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	9	3.26267016667719e-09	1.60167022868017		NA	0.50153854692171			1.8354510671922		NA	0.967646942881705		NA	0.0412105247165381			0.567471024054597		NA	0.527402297992917		NA	0.293568129646845		NA	0.120582132282858		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	10	0.00844156553971032	1.65097894801238		NA	0.500599484451521			0.923905716041199		NA	0.609081195044737		NA	0.0550532106556063			0.633952619904351		NA	0.577243797147779		NA	0.167781051409118		NA	0.398021046157323		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	11	283.283005108122	1.48021539371683		NA	0.499016930332643			0.836525143662656		NA	0.493618394696881		NA	0.0495466172855409			0.606216355715239		NA	0.558180931246872		NA	0.236073597084598		NA	0.119936168577046		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-001	2018	12	0.00104043844804025	1.15192471265677		NA	0.495680593944388			2.24010057126039		NA	0.888501741910856		NA	0.0443734153302374			0.554525539799823		NA	0.434689234442219		NA	0.150310546496943		NA	0.287236598005502		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	1	0.00033396059847786	1.38323432691		NA	0.501435542830872			2.4196930190855		NA	1.48338296358101		NA	0.0405450087249547			0.694121928112649		NA	0.555187628690167		NA	0.338431914984896		NA	0.292609975077695		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	2	27.194550704351	1.65256289292495		NA	0.502128125680847			2.31975188263899		NA	0.359250166844727		NA	0.0686116182080746			0.587917620758345		NA	0.533588246810232		NA	0.31210318644307		NA	0.256360571342318		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	3	1.17289709789298e-05	1.53723820074762		NA	0.50186584151806			2.19297203043361		NA	0.333969635204718		NA	0.0499497393406574			0.673883010646105		NA	0.526834724116618		NA	0.16494226228738		NA	0.265948720369145		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	4	4.24701431565163e-06	1.68717869850313		NA	0.497981711265145			1.77701020913176		NA	1.67666396055019		NA	0.0363090764934555			0.635375800900821		NA	0.478589877472971		NA	0.284818142975635		NA	0.270610001362097		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	5	0.00832530735727168	1.56018230641122		NA	0.500160370823635			1.78882377549835		NA	0.861130637171804		NA	0.0808953079086254			0.552805179424202		NA	0.728316239713748		NA	0.245671794794549		NA	0.191659829182152		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	6	0.00138826330306105	1.8161376550298	mg/l	NA	0.501859287185583	mg/l	<	1.0260883266814	mg/l	NA	0.83856733383456	mg/l	NA	0.0274901420710488	mg/l	<	0.691370864443644	mg/l	NA	0.579549874191951	mg/l	NA	0.257781716560284	mg/l	NA	0.206804098820983	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	7	0.1749497047726	0.966852057959617		NA	0.498397498724956			1.78570244390817		NA	0.875483163577377		NA	0.0646012522188351			0.514940008074523		NA	0.59221213154311		NA	0.46838028114401		NA	0.306490671446884		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	8	3.88183123919253e-10	1.67800140489688		NA	0.507020341638501			0.999910044950209		NA	1.01616796082147		NA	0.0598967581195263			0.753185447937678		NA	0.592687149658087		NA	0.194277432427954		NA	0.281422462930828		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	9	5.8721113425274e-09	1.4088583212473	mg/l	NA	0.494676807805507	mg/l	<	1.03704574758874	mg/l	NA	0.29248899102269	mg/l	NA	0.0541432222145777	mg/l	<	0.670754457414657	mg/l	NA	0.552014240563526	mg/l	NA	0.239827790152507	mg/l	NA	0.302757636383554	mg/l	NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	10	15664.3003303507	1.67285747487465		NA	0.502506202082068			0.759343612301079		NA	0.644999554911394		NA	0.0580016361549566			0.603116300911739		NA	0.442709625024645		NA	0.289662964640888		NA	0.24165520167527		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	11	3.16719053561837	1.17957659503507		NA	0.498529673205059			0.941891005271435		NA	0.76242679832958		NA	0.0313541288644176			0.575768474794672		NA	0.751181310080201		NA	0.469691119363599		NA	0.11129012729203		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2017	12	2.40817179708104e-07	2.00024794641092		NA	0.50574949229083			1.20102487277376		NA	0.511899592945853		NA	0.0350179373621407			0.523400722031993		NA	0.613334417875198		NA	0.298336175683114		NA	0.267754505552938		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	1	2.40540448123653e-06	1.31271128940842		NA	0.496329266256065			1.57891948051415		NA	0.627701028776626		NA	0.0763789195470127			0.632670323322604		NA	0.625237175838115		NA	0.1634554789992		NA	0.141404632685583		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	2	0.000638559902157297	1.07525028307589		NA	0.504506012935031			1.61553221004279		NA	0.6127896391962		NA	0.0464526463781623			0.773398174957237		NA	0.64385703158846		NA	0.220481759701448		NA	0.418936462044341		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	3	0.0283999023567651	1.29990259048383		NA	0.510428301093707			1.59440343523297		NA	0.563287621110568		NA	0.0507146631770526			0.674942528378452		NA	0.566444123603682		NA	0.235323919002157		NA	0.28176221445117		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	4	4.97643979940613e-06	1.75018960387859		NA	0.505526710301911			1.64379797062216		NA	1.57640519915101		NA	0.071124089830606			0.712119915769079		NA	0.560459552411055		NA	0.424217388522578		NA	0.357712573948389		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	5	0.0287095367771061	1.35725174185843		NA	0.500907637900147			2.05381745312814		NA	0.329070691653191		NA	0.049162166418587			0.614864474092337		NA	0.551228273314789		NA	0.208939345295174		NA	0.0850103590308072		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	6	62.7054942780142	1.26371074461781		NA	0.506816881767244			1.79036864320431		NA	0.932599472399716		NA	0.040284329271126			0.594403313393929		NA	0.509409869685892		NA	0.235852398994847		NA	0.13061537724221		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	7	1.97681280026366e-05	1.21833399162786		NA	0.493426123742559			1.54937919718664		NA	0.794540972488783		NA	0.0287941028552684			0.605987077821533		NA	0.532623162010199		NA	0.222476140941141		NA	0.181124660411516		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	8	9.39435638417474	1.20686019999373		NA	0.496016774479936			2.14723848007618		NA	0.947898798588297		NA	0.0479317398698479			0.559439931124804		NA	0.639732889577762		NA	0.157312210217144		NA	0.208691690593185		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	9	57.3694470212629	1.21024569642429		NA	0.511548198529996			3.40295855274365		NA	0.752882256030013		NA	0.0478310775263559			0.545647671978546		NA	0.44662520681959		NA	0.394467423429936		NA	0.246299136632259		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	10	4.07537265542578e-06	1.42300795455355		NA	0.498753110259912			1.00678039340568		NA	1.40305364729838		NA	0.0492656744241869			0.593483171711313		NA	0.544577805241372		NA	0.204649691885286		NA	0.281385273416136		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	11	9.81115766282972e-06	1.57615837618439		NA	0.502094865230417			1.77236502246293		NA	0.490649628116107		NA	0.0387403320557961			0.648548215022696		NA	0.468135843005772		NA	0.330265318000229		NA	0.160464912101192		NA	NA	NA	NA	NA	NA	NA
FL0036820	Dale Mabry AWWTF	R-002	2018	12	0.00901852011678498	1.79345872383224		NA	0.503593195949526			0.95859773998567		NA	0.344435253873971		NA	0.0248806291911122			0.919419448260383		NA	0.70135683904833		NA	0.106415161428051		NA	0.434260200138532		NA	NA	NA	NA	NA	NA	NA
